id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,gene,pval.fdr,log.pval.fdr,chr,snp_pos_gmean,OR,CI_lower,CI_upper
7128_9_VWA2,ieu-b-18,multiple sclerosis || id:ieu-b-18,7128_9_VWA2,Inverse variance weighted,6,0.058359956,0.069252285,0.399387717,VWA2,0.940720759,0.026539272,10,114259285.9,1.060096515,0.925543153,1.214210941
7140_1_CELA2A,ieu-b-18,multiple sclerosis || id:ieu-b-18,7140_1_CELA2A,Inverse variance weighted,2,-0.093876657,0.200008422,0.63880982,CELA2A,0.977302673,0.009970914,1,15548316.08,0.910395046,0.615147524,1.347350202
7141_21_MGAT4B,ieu-b-18,multiple sclerosis || id:ieu-b-18,7141_21_MGAT4B,Inverse variance weighted,10,-0.03522525,0.067014267,0.599139695,MGAT4B,0.977196122,0.010018265,5,179769938,0.965387938,0.846560835,1.10089415
7145_1_ITIH3,ieu-b-18,multiple sclerosis || id:ieu-b-18,7145_1_ITIH3,Inverse variance weighted,2,-0.102370345,0.049728736,0.039534948,ITIH3,0.549483956,0.260044984,3,52814888.77,0.902695181,0.818862851,0.995109974
7156_2_FUT10,ieu-b-18,multiple sclerosis || id:ieu-b-18,7156_2_FUT10,Inverse variance weighted,2,0.052045167,0.034701518,0.133667493,FUT10,0.769556868,0.113759282,8,33399597.6,1.053423321,0.984157032,1.127564664
7161_25_H6PD,ieu-b-18,multiple sclerosis || id:ieu-b-18,7161_25_H6PD,Inverse variance weighted,18,-0.018490143,0.035043343,0.597751737,H6PD,0.977196122,0.010018265,1,9236172.242,0.981679751,0.916516604,1.051475914
7173_141_TMEM132C,ieu-b-18,multiple sclerosis || id:ieu-b-18,7173_141_TMEM132C,Inverse variance weighted,8,-0.039071177,0.056668027,0.490524517,TMEM132C,0.973425835,0.011697132,12,128429841.6,0.961682257,0.860587048,1.074653361
7179_69_NFASC,ieu-b-18,multiple sclerosis || id:ieu-b-18,7179_69_NFASC,Inverse variance weighted,9,0.024403626,0.04078243,0.549582559,NFASC,0.977196122,0.010018265,1,205002489.2,1.024703832,0.945983703,1.109974664
7206_20_FBP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7206_20_FBP1,Inverse variance weighted,2,-0.10794545,0.181259233,0.551488739,FBP1,0.977196122,0.010018265,9,94434640,0.897676563,0.629258242,1.280592224
7211_2_RNASE1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7211_2_RNASE1,Inverse variance weighted,8,-0.042742584,0.058969722,0.468560907,RNASE1,0.967772715,0.014226627,14,20746669.14,0.958158004,0.853573828,1.07555636
7218_87_ATP1B2,ieu-b-18,multiple sclerosis || id:ieu-b-18,7218_87_ATP1B2,Inverse variance weighted,9,0.00030334,0.049276264,0.995088322,ATP1B2,0.998431193,0.000681859,17,7568431.707,1.000303386,0.908211374,1.101733466
7227_75_COCH,ieu-b-18,multiple sclerosis || id:ieu-b-18,7227_75_COCH,Inverse variance weighted,5,0.084593822,0.055464188,0.127209925,COCH,0.769556868,0.113759282,14,30829199.98,1.088274944,0.976172481,1.213251117
7228_2_ST6GALNAC6,ieu-b-18,multiple sclerosis || id:ieu-b-18,7228_2_ST6GALNAC6,Inverse variance weighted,3,-0.416432667,0.296943732,0.160797062,ST6GALNAC6,0.770087598,0.113459871,9,127904102.9,0.65939491,0.368452904,1.180073881
7244_16_IGFLR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7244_16_IGFLR1,Inverse variance weighted,13,-0.010950265,0.035133375,0.755286017,IGFLR1,0.993478776,0.002841407,19,35720779.14,0.989109471,0.923290204,1.059620845
7251_64_C1QTNF3,ieu-b-18,multiple sclerosis || id:ieu-b-18,7251_64_C1QTNF3,Inverse variance weighted,2,0.16367798,0.195876423,0.403369506,C1QTNF3,0.940720759,0.026539272,5,34109556.62,1.177834968,0.802326371,1.729090882
7266_4_SERPINA9,ieu-b-18,multiple sclerosis || id:ieu-b-18,7266_4_SERPINA9,Inverse variance weighted,6,0.012266463,0.06676214,0.854222271,SERPINA9,0.998431193,0.000681859,14,94408601.18,1.012342005,0.888174248,1.153868554
7628_40_CRELD1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7628_40_CRELD1,Inverse variance weighted,12,0.027122491,0.036691112,0.459778591,CRELD1,0.964781306,0.01557112,3,9857011.058,1.027493654,0.956196266,1.104107228
7655_11_NPPB,ieu-b-18,multiple sclerosis || id:ieu-b-18,7655_11_NPPB,Inverse variance weighted,5,5.67E-05,0.103479371,0.999562461,NPPB,0.999562461,0.000190062,1,11786233.28,1.000056747,0.816471868,1.224920951
7757_5_HLA-DQA2,ieu-b-18,multiple sclerosis || id:ieu-b-18,7757_5_HLA-DQA2,Inverse variance weighted,10,-0.414365733,0.608707315,0.496041931,HLA-DQA2,0.973425835,0.011697132,6,32616566.13,0.660759246,0.200401571,2.178639509
7761_125_CHKB,ieu-b-18,multiple sclerosis || id:ieu-b-18,7761_125_CHKB,Inverse variance weighted,2,-0.305298874,0.20750684,0.141217742,CHKB,0.769556868,0.113759282,22,50520559.74,0.7369031,0.490655866,1.106735326
7769_29_SH3BP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,7769_29_SH3BP2,Inverse variance weighted,2,0.208908498,0.066970496,0.00181213,SH3BP2,0.090764088,1.042085953,4,2646687.772,1.232332232,1.080740362,1.405187392
7779_86_CHST11,ieu-b-18,multiple sclerosis || id:ieu-b-18,7779_86_CHST11,Inverse variance weighted,11,0.00711869,0.044688447,0.873435694,CHST11,0.998431193,0.000681859,12,104504281.9,1.007144088,0.922681968,1.099337852
7784_1_KNG1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7784_1_KNG1,Inverse variance weighted,6,-0.003063358,0.096154915,0.974584836,KNG1,0.998431193,0.000681859,3,186638546.5,0.996941329,0.825697338,1.203700154
7787_25_LILRA5,ieu-b-18,multiple sclerosis || id:ieu-b-18,7787_25_LILRA5,Inverse variance weighted,9,-0.058403243,0.049587875,0.238887257,LILRA5,0.86119953,0.064896216,19,54271209.77,0.943269504,0.855905352,1.039551108
7806_33_B4GALT7,ieu-b-18,multiple sclerosis || id:ieu-b-18,7806_33_B4GALT7,Inverse variance weighted,4,0.047802293,0.145180042,0.741957551,B4GALT7,0.993478776,0.002841407,5,177714656.9,1.048963247,0.789188096,1.394247961
7808_5_GLCE,ieu-b-18,multiple sclerosis || id:ieu-b-18,7808_5_GLCE,Inverse variance weighted,9,-0.052281238,0.042172155,0.21508272,GLCE,0.835617716,0.077992361,15,69337213.36,0.949061917,0.873769506,1.03084225
7810_20_C1QTNF5,ieu-b-18,multiple sclerosis || id:ieu-b-18,7810_20_C1QTNF5,Inverse variance weighted,2,0.033490051,0.137825,0.808013402,C1QTNF5,0.996607537,0.001475833,11,119368352.9,1.034057156,0.789269892,1.354763703
7841_84_ESAM,ieu-b-18,multiple sclerosis || id:ieu-b-18,7841_84_ESAM,Inverse variance weighted,6,0.016090069,0.147233718,0.912978426,ESAM,0.998431193,0.000681859,11,124715870,1.016220211,0.761482553,1.35617489
7849_3_QPCT,ieu-b-18,multiple sclerosis || id:ieu-b-18,7849_3_QPCT,Inverse variance weighted,6,0.053796182,0.063591817,0.397574632,QPCT,0.940720759,0.026539272,2,37359432.63,1.055269498,0.931607417,1.195346551
7856_51_FAM151A,ieu-b-18,multiple sclerosis || id:ieu-b-18,7856_51_FAM151A,Inverse variance weighted,6,0.044671309,0.054372615,0.411317479,FAM151A,0.943163585,0.025412975,1,54654835.48,1.045684097,0.939977805,1.163277711
7861_9_ROR2,ieu-b-18,multiple sclerosis || id:ieu-b-18,7861_9_ROR2,Inverse variance weighted,4,0.000608039,0.108948568,0.995547051,ROR2,0.998431193,0.000681859,9,91768450.87,1.000608224,0.808211778,1.238805033
7871_16_TMEM132A,ieu-b-18,multiple sclerosis || id:ieu-b-18,7871_16_TMEM132A,Inverse variance weighted,9,-0.060895217,0.082092858,0.458217859,TMEM132A,0.964143158,0.015858476,11,60847458.26,0.940921827,0.801077791,1.105178416
7875_86_PLEK,ieu-b-18,multiple sclerosis || id:ieu-b-18,7875_86_PLEK,Inverse variance weighted,4,0.471306106,0.318480395,0.138910856,PLEK,0.769556868,0.113759282,2,68462982.03,1.602085321,0.858202265,2.99076043
7891_45_UGT1A6,ieu-b-18,multiple sclerosis || id:ieu-b-18,7891_45_UGT1A6,Inverse variance weighted,4,-0.065977749,0.068785286,0.337466035,UGT1A6,0.911860098,0.040071788,2,233711363.3,0.936151694,0.818078559,1.071266305
7905_30_HP,ieu-b-18,multiple sclerosis || id:ieu-b-18,7905_30_HP,Inverse variance weighted,7,0.032837072,0.030229423,0.277363111,HP,0.889636358,0.050787476,16,72132974.58,1.033382159,0.973933165,1.096459927
7916_10_S100A7,ieu-b-18,multiple sclerosis || id:ieu-b-18,7916_10_S100A7,Inverse variance weighted,9,-0.104033695,0.042193006,0.013676029,S100A7,0.352524259,0.452810992,1,153404485.6,0.901194931,0.829666067,0.978890587
7918_114_AMY1A,ieu-b-18,multiple sclerosis || id:ieu-b-18,7918_114_AMY1A,Inverse variance weighted,5,-0.027935163,0.0722045,0.698838017,AMY1A,0.993478776,0.002841407,1,103641846.2,0.972451416,0.84412391,1.120287846
7921_65_FJX1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7921_65_FJX1,Inverse variance weighted,5,-0.08123684,0.073175402,0.266927515,FJX1,0.886168581,0.052483652,11,35757062.55,0.921975305,0.798787259,1.064161268
7926_13_SPINT3,ieu-b-18,multiple sclerosis || id:ieu-b-18,7926_13_SPINT3,Inverse variance weighted,5,0.042852247,0.054481034,0.431543298,SPINT3,0.959725636,0.017852904,20,45600247.03,1.043783661,0.938070119,1.161410335
7928_183_TPST1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7928_183_TPST1,Inverse variance weighted,2,-0.087671543,0.044498651,0.048814677,TPST1,0.606026629,0.217508292,7,66397026.51,0.916061714,0.839550291,0.999545915
7933_75_ADAM22,ieu-b-18,multiple sclerosis || id:ieu-b-18,7933_75_ADAM22,Inverse variance weighted,5,-0.019566612,0.054386605,0.719019923,ADAM22,0.993478776,0.002841407,7,87978100.56,0.980623572,0.881469958,1.090930645
7935_26_LARGE,ieu-b-18,multiple sclerosis || id:ieu-b-18,7935_26_LARGE,Inverse variance weighted,3,0.175712787,0.170297095,0.302165147,LARGE,0.902817555,0.044400005,22,33613358.54,1.192095624,0.853790425,1.66445059
7945_10_SEMA6A,ieu-b-18,multiple sclerosis || id:ieu-b-18,7945_10_SEMA6A,Inverse variance weighted,7,0.094369034,0.094653793,0.318768602,SEMA6A,0.902817555,0.044400005,5,116473881.9,1.098965226,0.912878577,1.322984895
7948_129_GLTPD2,ieu-b-18,multiple sclerosis || id:ieu-b-18,7948_129_GLTPD2,Inverse variance weighted,3,-0.001634739,0.082462907,0.984183825,GLTPD2,0.998431193,0.000681859,17,4787307.176,0.998366596,0.849368594,1.173502137
7955_195_ITIH1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7955_195_ITIH1,Inverse variance weighted,2,0.08131267,0.059940255,0.17492043,ITIH1,0.786668124,0.104208447,3,52842719.98,1.08471,0.964476098,1.219932549
7957_2_SCG3,ieu-b-18,multiple sclerosis || id:ieu-b-18,7957_2_SCG3,Inverse variance weighted,9,0.006631687,0.044192431,0.880714231,SCG3,0.998431193,0.000681859,15,51729370.86,1.006653725,0.923129752,1.097734875
7968_15_CRTAM,ieu-b-18,multiple sclerosis || id:ieu-b-18,7968_15_CRTAM,Inverse variance weighted,9,-0.082683323,0.064203289,0.197802969,CRTAM,0.817337459,0.087598597,11,122891946.4,0.920642648,0.811783363,1.044099846
7970_315_ART3,ieu-b-18,multiple sclerosis || id:ieu-b-18,7970_315_ART3,Inverse variance weighted,8,-0.061331902,0.049633846,0.216574902,ART3,0.835617716,0.077992361,4,76012185.15,0.940511031,0.853325475,1.036604467
7980_72_B3GNT2,ieu-b-18,multiple sclerosis || id:ieu-b-18,7980_72_B3GNT2,Inverse variance weighted,3,-0.061027633,0.104001916,0.557342503,B3GNT2,0.977196122,0.010018265,2,62256124.25,0.940797243,0.767304628,1.153517676
7994_41_ERO1LB,ieu-b-18,multiple sclerosis || id:ieu-b-18,7994_41_ERO1LB,Inverse variance weighted,3,-0.066959393,0.15103345,0.657518759,ERO1LB,0.986475005,0.005913914,1,236408533.7,0.935233178,0.695596898,1.25742524
7999_23_ENTPD1,ieu-b-18,multiple sclerosis || id:ieu-b-18,7999_23_ENTPD1,Inverse variance weighted,2,0.063670438,0.304347017,0.834289439,ENTPD1,0.998431193,0.000681859,10,95764181.74,1.065741114,0.586930001,1.935161125
8005_1_MXRA7,ieu-b-18,multiple sclerosis || id:ieu-b-18,8005_1_MXRA7,Inverse variance weighted,3,0.058916015,0.055933669,0.292194657,MXRA7,0.890498002,0.05036705,17,76740243.92,1.060686156,0.950550512,1.183582678
8007_19_CTSB,ieu-b-18,multiple sclerosis || id:ieu-b-18,8007_19_CTSB,Inverse variance weighted,7,-0.01918901,0.040565823,0.636188975,CTSB,0.977302673,0.009970914,8,11773755.41,0.980993927,0.906016262,1.062176391
8014_359_MANEA,ieu-b-18,multiple sclerosis || id:ieu-b-18,8014_359_MANEA,Inverse variance weighted,8,-0.047171155,0.035745784,0.186959077,MANEA,0.788926216,0.102963612,6,95782026.05,0.953924114,0.889378041,1.02315458
8024_64_TPST2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8024_64_TPST2,Inverse variance weighted,3,0.086774064,0.149171871,0.56076522,TPST2,0.977196122,0.010018265,22,26577896.76,1.090650234,0.814156392,1.461043535
8039_41_FAM177A1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8039_41_FAM177A1,Inverse variance weighted,6,0.071945323,0.033485684,0.031670903,FAM177A1,0.548269042,0.261006276,14,35127810.22,1.074596587,1.006333354,1.147490362
8043_153_COMP,ieu-b-18,multiple sclerosis || id:ieu-b-18,8043_153_COMP,Inverse variance weighted,2,0.200637572,0.141950095,0.157527159,COMP,0.770087598,0.113459871,19,18705568.22,1.222181739,0.925348723,1.614232738
8097_77_LIPN,ieu-b-18,multiple sclerosis || id:ieu-b-18,8097_77_LIPN,Inverse variance weighted,11,0.003454787,0.038202591,0.927942891,LIPN,0.998431193,0.000681859,10,88815882.32,1.003460761,0.931068626,1.081481505
8099_42_SPON2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8099_42_SPON2,Inverse variance weighted,3,-0.067120971,0.056542985,0.235196592,SPON2,0.86119953,0.064896216,4,1154701.956,0.935082076,0.836988271,1.044672333
8221_19_MIF,ieu-b-18,multiple sclerosis || id:ieu-b-18,8221_19_MIF,Inverse variance weighted,2,0.011579985,0.690798029,0.986625529,MIF,0.998431193,0.000681859,22,23950607.61,1.011647293,0.261222132,3.917854261
8225_86_EPHB2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8225_86_EPHB2,Inverse variance weighted,3,-0.014716387,0.07430028,0.842993135,EPHB2,0.998431193,0.000681859,1,22775375.69,0.98539137,0.851849905,1.139867653
8229_1_GXYLT1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8229_1_GXYLT1,Inverse variance weighted,5,0.120615764,0.063115497,0.056000408,GXYLT1,0.632894017,0.19866901,12,42085441.99,1.128191337,0.996914161,1.276755555
8233_2_ITIH5,ieu-b-18,multiple sclerosis || id:ieu-b-18,8233_2_ITIH5,Inverse variance weighted,14,-0.018038765,0.032849822,0.582917443,ITIH5,0.977196122,0.010018265,10,7572278.155,0.98212296,0.920881039,1.047437689
8244_16_FUT8,ieu-b-18,multiple sclerosis || id:ieu-b-18,8244_16_FUT8,Inverse variance weighted,12,0.010728861,0.033371149,0.747830668,FUT8,0.993478776,0.002841407,14,65610993.61,1.010786622,0.946789407,1.079109661
8245_27_ICAM5,ieu-b-18,multiple sclerosis || id:ieu-b-18,8245_27_ICAM5,Inverse variance weighted,10,0.134500518,0.03853229,0.000481951,ICAM5,0.039657684,1.401672651,19,10234272.14,1.143965251,1.060751086,1.23370743
8248_222_SIGLEC14,ieu-b-18,multiple sclerosis || id:ieu-b-18,8248_222_SIGLEC14,Inverse variance weighted,14,0.015201406,0.024096389,0.528133191,SIGLEC14,0.977196122,0.010018265,19,51597190.45,1.015317535,0.968479933,1.064420296
8250_2_PTPRJ,ieu-b-18,multiple sclerosis || id:ieu-b-18,8250_2_PTPRJ,Inverse variance weighted,3,0.672079444,0.507474278,0.185382983,PTPRJ,0.788926216,0.102963612,11,48083332.87,1.958305276,0.724285128,5.294820239
8252_2_NOTUM,ieu-b-18,multiple sclerosis || id:ieu-b-18,8252_2_NOTUM,Inverse variance weighted,2,-0.025984063,0.209263895,0.901181563,NOTUM,0.998431193,0.000681859,17,82001794.68,0.974350618,0.646526368,1.468399703
8255_34_MRVI1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8255_34_MRVI1,Inverse variance weighted,2,0.061669611,0.146846087,0.674514034,MRVI1,0.992929837,0.003081439,11,10688379.07,1.063610882,0.797599475,1.418341089
8275_31_PEAR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8275_31_PEAR1,Inverse variance weighted,5,-0.038398891,0.077771379,0.621489356,PEAR1,0.977196122,0.010018265,1,156981978.7,0.962329,0.826272387,1.120789123
8288_27_APOH,ieu-b-18,multiple sclerosis || id:ieu-b-18,8288_27_APOH,Inverse variance weighted,4,-0.137200475,0.070663834,0.052186273,APOH,0.618689612,0.208527176,17,66134085.55,0.871795435,0.759039401,1.001301486
8289_8_GPNMB,ieu-b-18,multiple sclerosis || id:ieu-b-18,8289_8_GPNMB,Inverse variance weighted,3,-0.003715584,0.043598648,0.932084532,GPNMB,0.998431193,0.000681859,7,23138280.19,0.99629131,0.914691037,1.085171204
8296_117_KDELC2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8296_117_KDELC2,Inverse variance weighted,3,0.1570865,0.167991029,0.349742628,KDELC2,0.91472166,0.038711037,11,108547005.9,1.170096823,0.841831069,1.626367363
8299_66_LILRA4,ieu-b-18,multiple sclerosis || id:ieu-b-18,8299_66_LILRA4,Inverse variance weighted,14,0.020857888,0.088655105,0.813999161,LILRA4,0.998431193,0.000681859,19,54362823.4,1.021076934,0.858210289,1.214851557
8304_50_TNFRSF11B,ieu-b-18,multiple sclerosis || id:ieu-b-18,8304_50_TNFRSF11B,Inverse variance weighted,6,-0.070075362,0.081840019,0.391860551,TNFRSF11B,0.940465322,0.026657214,8,118947119.9,0.932323555,0.794150889,1.094536597
8310_6_ZG16B,ieu-b-18,multiple sclerosis || id:ieu-b-18,8310_6_ZG16B,Inverse variance weighted,2,0.010499192,0.097787448,0.914497448,ZG16B,0.998431193,0.000681859,16,2783813.424,1.010554502,0.834298352,1.224047009
8327_26_DPEP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8327_26_DPEP2,Inverse variance weighted,2,0.211106638,0.086210166,0.014335524,DPEP2,0.352524259,0.452810992,16,68143491.9,1.235044051,1.04303498,1.462399476
8336_267_GRAMD1C,ieu-b-18,multiple sclerosis || id:ieu-b-18,8336_267_GRAMD1C,Inverse variance weighted,4,-0.065232824,0.109908235,0.552832666,GRAMD1C,0.977196122,0.010018265,3,114080486.6,0.936849317,0.755290403,1.162051894
8337_65_PTPRU,ieu-b-18,multiple sclerosis || id:ieu-b-18,8337_65_PTPRU,Inverse variance weighted,3,0.116579642,0.098811434,0.238072072,PTPRU,0.86119953,0.064896216,1,29261041.13,1.123646996,0.925805816,1.363766084
8345_27_GPX7,ieu-b-18,multiple sclerosis || id:ieu-b-18,8345_27_GPX7,Inverse variance weighted,6,-0.066342977,0.093160817,0.476381859,GPX7,0.973425835,0.011697132,1,52492027.68,0.935809848,0.779628169,1.123279156
8346_9_DPP7,ieu-b-18,multiple sclerosis || id:ieu-b-18,8346_9_DPP7,Inverse variance weighted,4,0.162931971,0.153515233,0.288535076,DPP7,0.890498002,0.05036705,9,136868369.7,1.17695662,0.871135379,1.590139626
8351_17_PRSS57,ieu-b-18,multiple sclerosis || id:ieu-b-18,8351_17_PRSS57,Inverse variance weighted,16,0.04756387,0.053276175,0.371975328,PRSS57,0.920337668,0.036052802,19,705889.0348,1.048713181,0.944728748,1.164142975
8356_88_OXT,ieu-b-18,multiple sclerosis || id:ieu-b-18,8356_88_OXT,Inverse variance weighted,12,-0.0616848,0.057505603,0.283417138,OXT,0.889636358,0.050787476,20,2962168.76,0.940179185,0.839964389,1.052350446
8360_169_NCR1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8360_169_NCR1,Inverse variance weighted,4,-0.04776063,0.070702378,0.499347615,NCR1,0.973425835,0.011697132,19,54904631.96,0.953361966,0.829993598,1.095067529
8364_74_UST,ieu-b-18,multiple sclerosis || id:ieu-b-18,8364_74_UST,Inverse variance weighted,7,-0.175890366,0.098607685,0.074466098,UST,0.69743858,0.156494032,6,148875206.4,0.83870993,0.691313804,1.01753262
8368_102_TNFRSF1B,ieu-b-18,multiple sclerosis || id:ieu-b-18,8368_102_TNFRSF1B,Inverse variance weighted,3,-0.086092714,0.174372275,0.621497317,TNFRSF1B,0.977196122,0.010018265,1,12194761.13,0.917509161,0.651901127,1.291335489
8376_25_LHB,ieu-b-18,multiple sclerosis || id:ieu-b-18,8376_25_LHB,Inverse variance weighted,3,-0.119173541,0.086618295,0.168868934,LHB,0.773278821,0.111663884,19,49102000.74,0.887653743,0.749053103,1.051900277
8397_147_QSOX2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8397_147_QSOX2,Inverse variance weighted,8,0.048523003,0.044940774,0.280271343,QSOX2,0.889636358,0.050787476,9,136177159.2,1.049719518,0.9612114,1.146377443
8398_277_RARRES1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8398_277_RARRES1,Inverse variance weighted,5,-0.01524695,0.028519114,0.592911158,RARRES1,0.977196122,0.010018265,3,158861719.5,0.984868696,0.931327385,1.041488056
8402_22_CYTL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8402_22_CYTL1,Inverse variance weighted,10,0.009631963,0.050819987,0.849676658,CYTL1,0.998431193,0.000681859,4,4987407.164,1.0096785,0.913953841,1.115429059
8427_118_RSPO3,ieu-b-18,multiple sclerosis || id:ieu-b-18,8427_118_RSPO3,Inverse variance weighted,5,0.047826827,0.084711511,0.572356246,RSPO3,0.977196122,0.010018265,6,127149767.4,1.048988983,0.888511458,1.23845098
8428_102_NTM,ieu-b-18,multiple sclerosis || id:ieu-b-18,8428_102_NTM,Inverse variance weighted,20,-0.000178718,0.037892835,0.996236857,NTM,0.998431193,0.000681859,11,131536988.2,0.999821298,0.928255116,1.076905055
8464_31_RSPO4,ieu-b-18,multiple sclerosis || id:ieu-b-18,8464_31_RSPO4,Inverse variance weighted,4,-0.290742205,0.125625171,0.020647837,RSPO4,0.415369919,0.381564958,20,1022226.206,0.747708409,0.584518095,0.956459464
8465_52_CTSH,ieu-b-18,multiple sclerosis || id:ieu-b-18,8465_52_CTSH,Inverse variance weighted,12,0.03646043,0.042217743,0.387792212,CTSH,0.94043714,0.026670228,15,79001449.19,1.037133264,0.954768529,1.126603334
8468_19_KLK3,ieu-b-18,multiple sclerosis || id:ieu-b-18,8468_19_KLK3,Inverse variance weighted,2,-0.006236001,0.46770883,0.989362053,KLK3,0.998431193,0.000681859,19,50854797.97,0.993783402,0.397347007,2.485498656
8476_11_CHGA,ieu-b-18,multiple sclerosis || id:ieu-b-18,8476_11_CHGA,Inverse variance weighted,6,0.059672576,0.081227017,0.462559071,CHGA,0.967772715,0.014226627,14,92874165.66,1.061488932,0.905260639,1.24467883
8479_4_MMP10,ieu-b-18,multiple sclerosis || id:ieu-b-18,8479_4_MMP10,Inverse variance weighted,15,-0.073924382,0.043979481,0.092785556,MMP10,0.729061051,0.137236103,11,102777324.1,0.928741921,0.85203799,1.012351053
8480_29_EFEMP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8480_29_EFEMP1,Inverse variance weighted,3,-0.171953328,0.110722422,0.1204201,EFEMP1,0.769556868,0.113759282,2,55839528.4,0.842018471,0.677755094,1.046093364
8606_39_GPNMB,ieu-b-18,multiple sclerosis || id:ieu-b-18,8606_39_GPNMB,Inverse variance weighted,8,-0.130101736,0.096918772,0.179473102,GPNMB,0.787982734,0.103483299,7,23238892.36,0.878006101,0.726103633,1.061686899
8660_5_OLFML3,ieu-b-18,multiple sclerosis || id:ieu-b-18,8660_5_OLFML3,Inverse variance weighted,2,-0.15666108,0.16862902,0.352874577,OLFML3,0.91472166,0.038711037,1,113981667.4,0.854993784,0.61436015,1.189879211
8697_38_GPC1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8697_38_GPC1,Inverse variance weighted,8,0.039884726,0.043696845,0.361368854,GPC1,0.91472166,0.038711037,2,240408903.8,1.040690803,0.955270158,1.133749797
8759_29_A4GALT,ieu-b-18,multiple sclerosis || id:ieu-b-18,8759_29_A4GALT,Inverse variance weighted,8,-0.066341153,0.04977964,0.182631415,A4GALT,0.787982734,0.103483299,22,42756043.17,0.935811555,0.848819051,1.031719617
8766_29_LILRA5,ieu-b-18,multiple sclerosis || id:ieu-b-18,8766_29_LILRA5,Inverse variance weighted,11,-0.046618731,0.035928632,0.194446474,LILRA5,0.814553956,0.089080143,19,54255868.68,0.954451231,0.889550633,1.024086902
8773_172_EMILIN3,ieu-b-18,multiple sclerosis || id:ieu-b-18,8773_172_EMILIN3,Inverse variance weighted,5,0.038989117,0.085053676,0.646660769,EMILIN3,0.981493025,0.008112782,20,41260569.96,1.039759168,0.880103215,1.228377659
8778_3_NOG,ieu-b-18,multiple sclerosis || id:ieu-b-18,8778_3_NOG,Inverse variance weighted,4,-0.120137003,0.132093548,0.363094562,NOG,0.91472166,0.038711037,17,56650463.49,0.886798934,0.684517987,1.14885564
8794_13_DPEP1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8794_13_DPEP1,Inverse variance weighted,7,-0.047061998,0.065198761,0.470402995,DPEP1,0.967772715,0.014226627,16,89628145.5,0.954028247,0.83958163,1.084075525
8814_33_PSAPL1,ieu-b-18,multiple sclerosis || id:ieu-b-18,8814_33_PSAPL1,Inverse variance weighted,14,0.031708489,0.044915865,0.480217376,PSAPL1,0.973425835,0.011697132,4,7512372.813,1.032216559,0.945230368,1.12720778
8840_61_C1S,ieu-b-18,multiple sclerosis || id:ieu-b-18,8840_61_C1S,Inverse variance weighted,5,0.010142023,0.040616309,0.802816869,C1S,0.995527484,0.001946746,12,7086128.88,1.010193628,0.932891904,1.093900763
8841_65_CILP2,ieu-b-18,multiple sclerosis || id:ieu-b-18,8841_65_CILP2,Inverse variance weighted,2,0.356240008,0.162176657,0.028047808,CILP2,0.521146372,0.283040281,19,19502114.59,1.427950227,1.039119542,1.962278417
8842_16_GRAMD1C,ieu-b-18,multiple sclerosis || id:ieu-b-18,8842_16_GRAMD1C,Inverse variance weighted,7,-0.02697353,0.060717738,0.656865716,GRAMD1C,0.986475005,0.005913914,3,113934557.6,0.973387006,0.864174729,1.096401263
8859_51_CA11,ieu-b-18,multiple sclerosis || id:ieu-b-18,8859_51_CA11,Inverse variance weighted,2,-0.087653866,0.134795829,0.51551696,CA11,0.977196122,0.010018265,19,48732902.33,0.916077908,0.703383027,1.193089258
8866_53_QPCTL,ieu-b-18,multiple sclerosis || id:ieu-b-18,8866_53_QPCTL,Inverse variance weighted,7,-0.037162584,0.054142884,0.492473612,QPCTL,0.973425835,0.011697132,19,45734495.83,0.963519469,0.866509126,1.071390641
8885_6_CACNA2D3,ieu-b-18,multiple sclerosis || id:ieu-b-18,8885_6_CACNA2D3,Inverse variance weighted,14,-0.061801701,0.071801589,0.389387391,CACNA2D3,0.94043714,0.026670228,3,54492480.13,0.940069283,0.816659683,1.082127937
